Type,Category,Name,Description,Units,Possible Reasons for blank values
Dimension,Teams Events,Teams Events Attendee Average Stream Download Bit Rate,"The length of the stream viewed by the user, in seconds.",,
Dimension,VDI,First Client VDI Desktop Version,The VDI Teams client version of the first endpoint.,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,Second Client VDI Desktop Version,The VDI Teams client version of the second endpoint.,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,First Client VDI Mode,The vdiMode value of the first endpoint. <br/> **Example:** 3100,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,Second Client VDI Mode,The vdiMode value of the second endpoint. <br/> **Example:** 3100,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,First Client VDI Connected State,Indicates the VDI connected state of the first endpoint.,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,Second Client VDI Connected State,Indicates the VDI connected state of the second endpoint.,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,First Client VDI Provider Version,The VDI provider client version of the first endpoint.,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,Second Client VDI Provider Version,The VDI provider client version of the second endpoint.,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,First Client VDI Is Optimized,Indicates if the first endpoint's VDI client is operating in optimized mode.,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,VDI,Second Client VDI Is Optimized,Indicates if the second endpoint's VDI client is operating in optimized mode.,,&bull; Endpoint isn't running on VDI. <br/> &bull; Data wasn't provided by the endpoint
Dimension,DataPair,Network Connection Detail Pair,Pair of network connection detail for the first and second endpoint.,,&bull; Endpoint network connectivity type was unknown. This might happen if the call couldn't be established.
Dimension,DataPair,User Agent Category Pair,Pair of User Agent Category for first and second endpoint. <br/> **Example value:** AV-MCU : OC,,&bull; Endpoint user agent wasn't a known type
Dimension,DataPair,Is Server Pair,Pair of identification of first and second endpoints as either Client or Server.,,no Blank values
Dimension,DataPair,Connectivity Ice Pair,Pair of type of ICE connectivity used by each endpoint.,,&bull; ICE connectivity used by endpoint wasn't known or reported
Dimension,DataPair,OS Pair,Pair of the OS name and version for first and second endpoint. <br/> **Example value:** Windows 10 : Windows 10,,&bull; OS name couldn't be parsed or wasn't reported by endpoint
Dimension,DataPair,Tenant Id Pair,Pair of the tenant IDs for first and second endpoint. <br/> **Example value:** 00000000 — 0000 - 0000 - 0000 — 000000000000 : 00000000 — 0000 - 0000 - 0000 — 000000000000,,&bull; The tenant identifier couldn't be determined. This might happen if endpoint is signed in to an on-premises Skype for Business Server deployment.
Dimension,DataPair,Building Name Pair,Pair of the building name for the first and second endpoint.,,"&bull; The building name for an endpoint couldn't be determined. Missing values could be because the endpoint is located outside the corporate network, or is accessing the network from a site without a subnet mapping. <br/> **Example value:** Main Building : Branch Site Building"
Dimension,DataPair,Inside Corp Pair,Pair showing if the endpoints were located inside or outside the corporate network based on the subnet mapping.,,
Dimension,Scenario,Scenario Pair,Pair showing if the endpoints were located inside or outside the corporate network based on the subnet mapping and the network connection detail. <br/> **Note:** The pairs are separated by '--'. <br/> **Example value:** Client-Inside--Client-Inside-wifi,,&bull; The network connectivity type was unknown for either or both endpoints.
Measurement,Reliability,Total Stream Count,"Number media streams regardless of type of media, including reliability/diagnostics streams that might not have a media type.",Number of streams,
Measurement,Reliability,Total CDR Available Stream Count,Number of media streams with reliability/diagnostics information available. See [Call detail recording (CDR) in Skype for Business Server](/skypeforbusiness/manage/health-and-monitoring/call-detail-recording-cdr),Number of streams,
Measurement,Reliability,Total Media Failed Stream Count,Number of streams where either media path couldn't be established or didn't terminate normally.,Number of streams,
Measurement,Reliability,Total Call Setup Failed Stream Count,Number of streams where media path couldn't be established between the endpoints at the start of the call.,Number of streams,
Measurement,Reliability,Total Call Dropped Stream Count,Number of streams where media path didn't terminate normally.,Number of streams,
Measurement,Reliability,Total Media Succeeded Stream Count,Number of streams where media path was established and terminated normally.,Number of streams,
Measurement,Reliability,Total Call Setup Succeeded Stream Count,Number of streams where media path could be established between the endpoints at the start of the call.,number of streams,
Measurement,Reliability,Total Call Setup Failure Percentage,Percentage of all streams where media path couldn't be established between the endpoints at the start of the call.,Percentage,
Measurement,Reliability,Total Call Dropped Failure Percentage,Percentage of successfully established streams where media path didn't terminate normally.,Percentage,
Measurement,Reliability,Total Short Call Count,,,
Measurement,Reliability,Total Answer Seizure Ratio,Ratio of calls with duration less than 5 seconds over the total number of calls.,Ratio,
Measurement,Reliability,Total Short Call Percentage,Percentage of total calls less than 1 minute long.,Percentage,
Measurement,Reliability,Total Media Failure Percentage,Percentage of all streams where either media path couldn't be established or didn't terminate normally.,Percentage,
Measurement,Reliability,Media Failed Due To Firewall DPI Stream Count,"Number of streams that failed to be established due to network equipment blocking access due to deep packet inspection not allowing Skype for Business traffic. These failures typically indicate a proxy, firewall or other network security device isn't correctly configured. These devices might be blocking access to the IP address and ports that are used by Skype for Business in Microsoft 365 or Office 365.",Number of streams,
Measurement,Reliability,Firewall DPI Media Failure Percentage,"Percentage of streams that failed to be established due to network equipment blocking access due to deep packet inspection not allowing Skype for Business traffic. These failures typically indicate a proxy, firewall or other network security device isn't correctly configured. These devices might be blocking access to the IP address and ports that are used by Skype for Business in Microsoft 365 or Office 365.",Percentage,
Measurement,Reliability,Media Failed Due To Firewall IP Blocked Stream Count,"Number of streams that failed to be established due to network equipment blocking access to Skype for Business servers. These failures typically indicate a proxy, firewall or other network security device isn't correctly configured. These devices might be blocking access to the IP address and ports that are used by Skype for Business in Microsoft 365 or Office 365.",Number of streams,
Measurement,Reliability,Firewall IP Blocked Media Failure Percentage,"Percentage of streams that failed to be established because network equipment blocked access to Skype for Business servers. These failures typically indicate a proxy, firewall, or other network security device isn't correctly configured. These devices might be blocking access to the IP address and ports that are used by Skype for Business in Microsoft 365 or Office 365.",Percentage,
Measurement,Reliability,Media Failed Due To Other Stream Count,Number of streams where media path couldn't be established between the endpoints due to an undetermined/unclassified reason.,Number of streams,
Measurement,Reliability,Other Media Failure Percentage,Percentage of streams where media path couldn't be established between the endpoints due to an undetermined/unclassified reason.,Percentage,
Measurement,Reliability,Total Call Count,,,
Measurement,Reliability,Total CDR Available Call Count,Total number of calls with reliability/diagnostics information available. There's an up to 0.2% error for this measure. See note below for details.,Number of streams,
